kept_index,removed_index,similarity,kept_title,removed_title,kept_text,removed_text
95,551,0.984,Kansas City Chiefs Parade Shooting Leaves 1 Dead And 20 Injured,Kansas City Chiefs Parade Shooting Leaves 1 Dead And 20 Injured,"Source: Jamie Squire / Getty The Kansas City Chief’s Super Bowl-winning parade ended with tragedy instead of a triumphant celebration. On Wednesday afternoon, as the parade was ending gunfire broke out, leaving one person, Lisa Lopez-Galvan, a loca...","Source: Jamie Squire / Getty The Kansas City Chief’s Super Bowl-winning parade ended with tragedy instead of a triumphant celebration. On Wednesday afternoon, as the parade was ending gunfire broke out, leaving one person, Lisa Lopez-Galvan, a local ..."
95,1598,0.9713,Kansas City Chiefs Parade Shooting Leaves 1 Dead And 20 Injured,Kansas City Chiefs Parade Shooting Leaves One Dead and 20 Injured,"Source: Jamie Squire / Getty The Kansas City Chief’s Super Bowl-winning parade ended with tragedy instead of a triumphant celebration. On Wednesday afternoon, as the parade was ending gunfire broke out, leaving one person, Lisa Lopez-Galvan, a loca...","Source: Jamie Squire / Getty The Kansas City Chief’s Super Bowl-winning parade ended with tragedy instead of a triumphant celebration. On Wednesday afternoon, as the parade was ending, gunfire broke out, leaving one person, Lisa Lopez-Galvan, a lo..."
95,7305,0.984,Kansas City Chiefs Parade Shooting Leaves 1 Dead And 20 Injured,Kansas City Chiefs Parade Shooting Leaves One Dead and 20 Injured,"Source: Jamie Squire / Getty The Kansas City Chief’s Super Bowl-winning parade ended with tragedy instead of a triumphant celebration. On Wednesday afternoon, as the parade was ending gunfire broke out, leaving one person, Lisa Lopez-Galvan, a loca...","Source: Jamie Squire / Getty The Kansas City Chief’s Super Bowl-winning parade ended with tragedy instead of a triumphant celebration. On Wednesday afternoon, as the parade was ending, gunfire broke out, leaving one person, Lisa Lopez-Galvan, a local..."
101,4216,0.9566,Η Τέιλορ Σουίφτ δωρίζει 100.000 δολάρια στην οικογένεια του θύματος των πυροβολισμών στο Super Bowl,Η Τέιλορ Σουίφτ δωρίζει 100.000 δολάρια στην οικογένεια του θύματος των πυροβολισμών στο Super Bowl,"LIFESTYLE Η Τέιλορ Σουίφτ δωρίζει 100.000 δολάρια στην οικογένεια του θύματος των πυροβολισμών στο Super Bowl Η Τέιλορ Σουίφτ δώρισε 100.000 δολάρια (79.000 λίρες) στην οικογένεια της Lisa Lopez-Galvan, η οποία σκοτώθηκε σε μαζικούς πυροβολισμούς κ...","Η Τέιλορ Σουίφτ δωρίζει 100.000 δολάρια στην οικογένεια του θύματος των πυροβολισμών στο Super Bowl Η Τέιλορ Σουίφτ δώρισε 100.000 δολάρια (79.000 λίρες) στην οικογένεια της Lisa Lopez-Galvan, η οποία σκοτώθηκε σε μαζικούς πυροβολισμούς κατά τη διάρ..."
103,4334,1.0,Taylor Swift donates $100K to family of woman killed at Chiefs parade shooting,Taylor Swift donates $100K to family of woman killed at Chiefs parade shooting,"KANSAS CITY, Mo. ( WDAF) – A GoFundMe page set up for the family of Lisa Lopez-Galvan, the woman killed in the mass shooting at the Kansas City Chiefs Super Bowl parade this week, has caught the attention of Taylor Swift. Swift made donations on the...","KANSAS CITY, Mo. ( WDAF) — A GoFundMe page set up for the family of Lisa Lopez-Galvan, the woman killed in the mass shooting at the Kansas City Chiefs Super Bowl parade this week, has caught the attention of Taylor Swift. Swift made donations on the..."
103,7710,1.0,Taylor Swift donates $100K to family of woman killed at Chiefs parade shooting,Taylor Swift donates to family of woman killed at Chiefs parade,"KANSAS CITY, Mo. ( WDAF) – A GoFundMe page set up for the family of Lisa Lopez-Galvan, the woman killed in the mass shooting at the Kansas City Chiefs Super Bowl parade this week, has caught the attention of Taylor Swift. Swift made donations on the...","KANSAS CITY, Mo. (WDAF) – A GoFundMe page set up for the family of Lisa Lopez-Galvan, the woman killed in the mass shooting at the Kansas City Chiefs Super Bowl parade this week, has caught the attention of Taylor Swift. Swift made donations on the E..."
103,8226,1.0,Taylor Swift donates $100K to family of woman killed at Chiefs parade shooting,Taylor Swift donates $100K to family of woman killed at Chiefs parade shooting,"KANSAS CITY, Mo. ( WDAF) – A GoFundMe page set up for the family of Lisa Lopez-Galvan, the woman killed in the mass shooting at the Kansas City Chiefs Super Bowl parade this week, has caught the attention of Taylor Swift. Swift made donations on the...","KANSAS CITY, Mo. ( WDAF) – A GoFundMe page set up for the family of Lisa Lopez-Galvan, the woman killed in the mass shooting at the Kansas City Chiefs Super Bowl parade this week, has caught the attention of Taylor Swift. Swift made donations on the ..."
106,2064,1.0,"Suspected Kansas City Chiefs parade shooter picked a target at random during dispute, then started shooting: Court docs","Suspected Kansas City Chiefs parade shooter picked a target at random during dispute, then started shooting: Court docs USSA News","One of the suspected Kansas City Super Bowl parade shooters told police he was ""just being stupid"" when he allegedly started shooting indiscriminately into a crowd full of kids, according to court documents. Lyndell Mays, 23, and Dominic Miller, 18 ...","One of the suspected Kansas City Super Bowl parade shooters told police he was “just being stupid” when he allegedly started shooting indiscriminately into a crowd full of kids, according to court documents. Lyndell Mays, 23, and Dominic Miller, 18 ..."
107,355,1.0,"Taylor Swift gives $100,000 to the family of the woman killed in the Chiefs parade shooting","Taylor Swift gives $100,000 to the family of the woman killed in the Chiefs parade shooting","KANSAS CITY, Mo. (AP) — Taylor Swift donated $100,000 to the family of Lisa Lopez-Galvan, the woman killed in the shooting at the Kansas City Chiefs’ Super Bowl victory parade. Two $50,000 donations were posted Friday under the singer’s name on a Go...","KANSAS CITY, Mo. (AP) — Taylor Swift donated $100,000 to the family of Lisa Lopez-Galvan, the woman killed in the shooting at the Kansas City Chiefs' Super Bowl victory parade. Two $50,000 donations were posted Friday under the singer's name on a..."
107,1089,1.0,"Taylor Swift gives $100,000 to the family of the woman killed in the Chiefs parade shooting","Taylor Swift gives $100,000 to the family of the woman killed in the Chiefs parade shooting","KANSAS CITY, Mo. (AP) — Taylor Swift donated $100,000 to the family of Lisa Lopez-Galvan, the woman killed in the shooting at the Kansas City Chiefs’ Super Bowl victory parade. Two $50,000 donations were posted Friday under the singer’s name on a Go...","KANSAS CITY, Mo. (AP) — Taylor Swift donated $100,000 to the family of Lisa Lopez-Galvan, the woman killed in the shooting at the Kansas City Chiefs' Super Bowl victory parade. Two $50,000 donations were posted Friday under the singer's name on a Go..."
107,1248,1.0,"Taylor Swift gives $100,000 to the family of the woman killed in the Chiefs parade shooting","Taylor Swift gives $100,000 to the family of the woman killed in the Chiefs parade shooting","KANSAS CITY, Mo. (AP) — Taylor Swift donated $100,000 to the family of Lisa Lopez-Galvan, the woman killed in the shooting at the Kansas City Chiefs’ Super Bowl victory parade. Two $50,000 donations were posted Friday under the singer’s name on a Go...","KANSAS CITY, Mo. (AP) — Taylor Swift has donated $100,000 to the family of Lisa Lopez-Galvan, the woman killed in the shooting at the Kansas City Chiefs’ Super Bowl victory parade. Two $50,000 donations were posted Friday under the singer’s name on a..."
107,1459,0.9633,"Taylor Swift gives $100,000 to the family of the woman killed in the Chiefs parade shooting","Taylor Swift gives $100,000 to the family of the woman killed in the Chiefs parade shooting","KANSAS CITY, Mo. (AP) — Taylor Swift donated $100,000 to the family of Lisa Lopez-Galvan, the woman killed in the shooting at the Kansas City Chiefs’ Super Bowl victory parade. Two $50,000 donations were posted Friday under the singer’s name on a Go...","KANSAS CITY, Mo. (AP)Taylor Swift donated $100,000 to the family of Lisa Lopez-Galvan, the woman killed in the shooting at the Kansas City Chiefs’ Super Bowl victory parade. Two $50,000 donations were posted Friday under the singer’s name on a GoFun..."
107,5416,1.0,"Taylor Swift gives $100,000 to the family of the woman killed in the Chiefs parade shooting","Taylor Swift gives $100,000 to the family of the woman killed in the Chiefs parade shooting","KANSAS CITY, Mo. (AP) — Taylor Swift donated $100,000 to the family of Lisa Lopez-Galvan, the woman killed in the shooting at the Kansas City Chiefs’ Super Bowl victory parade. Two $50,000 donations were posted Friday under the singer’s name on a Go...","KANSAS CITY, Mo. (AP) — Taylor Swift has donated $100,000 to the family of Lisa Lopez-Galvan, the woman killed in the shooting at the Kansas City Chiefs’ Super Bowl victory parade. Two $50,000 donations were posted Friday under the singer’s name on ..."
